DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	12p13.1	12	12650386		CREBL2 - GPR19	ENSG00000111269	ENSG00000183150		5278	9661	rs149722701-?	rs149722701	0	149722701	intergenic_variant	1	NR	5E-6	5.301029995663981		15.591096	[4.776194024-50.89455788]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	13q33.2	13	104858983		RPL7P45 - DAOA-AS1	ENSG00000225823	ENSG00000232307		43914	600072	rs149796567-?	rs149796567	0	149796567	intergenic_variant	1	NR	3E-6	5.522878745280337		12.148431	[4.235511076-34.8445242]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	18q21.2	18	52302200		RPS8P3 - DCC	ENSG00000215457	ENSG00000187323		456572	37997	rs150150195-?	rs150150195	0	150150195	intron_variant	1	NR	7E-6	5.154901959985743		13.284528	[4.289919636-41.13798895]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	12p13.2	12	12536932		DUSP16			ENSG00000111266			rs180805094-?	rs180805094	0	180805094	intron_variant	0	NR	3E-6	5.522878745280337		20.997429	[5.877808568-75.0095921]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	2p16.1	2	57652633		EIF2S2P7 - ACTG1P22	ENSG00000271115	ENSG00000271615		603297	112321	rs180950937-?	rs180950937	0	180950937	intron_variant	1	NR	1E-7	7.0		22.405355	[7.028406439-71.42443231]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	5q35.2	5	173551681		RNU6-500P - LINC02995	ENSG00000199219	ENSG00000253955		189441	26594	rs181275719-?	rs181275719	0	181275719	intergenic_variant	1	NR	1E-6	6.0		21.195736	[6.228851712-72.12552472]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	5q14.2	5	82489231		ATP6AP1L - RPL5P16	ENSG00000205464	ENSG00000240411		170931	288566	rs181320827-?	rs181320827	0	181320827	intron_variant	1	NR	7E-6	5.154901959985743		3.9649768	[2.17143448-7.239933346]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	12q21.33	12	91564320		LINC02823 - LINC03130	ENSG00000258100	ENSG00000258125		195711	115811	rs181429443-?	rs181429443	0	181429443	intron_variant	1	NR	7E-6	5.154901959985743		15.872689	[4.755947785-52.97414689]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	10q26.13	10	124245682		CHST15 - OAT	ENSG00000182022	ENSG00000065154		151984	151616	rs181469246-?	rs181469246	0	181469246	intergenic_variant	1	NR	3E-6	5.522878745280337		12.617693	[4.341726152-36.6688639]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	2p22.3	2	36093282		MRPL50P1 - RPL21P36	ENSG00000234587	ENSG00000233752		368140	206106	rs181484081-?	rs181484081	0	181484081	intergenic_variant	1	NR	3E-6	5.522878745280337		3.8470244	[2.178219936-6.794354182]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	5q23.1	5	116644332		SEMA6A-AS2 - RPS17P2	ENSG00000249167	ENSG00000197575		33132	71911	rs181569363-?	rs181569363	0	181569363	intergenic_variant	1	NR	5E-6	5.301029995663981		8.158008	[3.326457753-20.00719582]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	1q31.1	1	186627606		PDC-AS1 - PTGS2	ENSG00000229739	ENSG00000073756		106459	44185	rs181588051-?	rs181588051	0	181588051	intergenic_variant	1	NR	3E-6	5.522878745280337		14.876756	[4.804091737-46.06861889]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	12q14.3	12	65456218		MSRB3			ENSG00000174099			rs181651409-?	rs181651409	0	181651409	intron_variant	0	NR	5E-6	5.301029995663981		11.789391	[4.087035947-34.00746298]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	4q31.22	4	147038446		TTC29 - MIR548G	ENSG00000137473	ENSG00000221369		92564	306183	rs182167367-?	rs182167367	0	182167367	intergenic_variant	1	NR	9E-6	5.045757490560675		18.290833	[5.080166314-65.85504245]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	5q13.1	5	68129079		LINC02997 - RNU6-1232P	ENSG00000249364	ENSG00000252108		322479	29982	rs182548820-?	rs182548820	0	182548820	intergenic_variant	1	NR	2E-8	7.698970004336019		11.954407	[5.006134198-28.54654748]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	5q12.3	5	64652277		RGS7BP - MRPL49P1	ENSG00000186479	ENSG00000224296		39958	22576	rs182572253-?	rs182572253	0	182572253	intergenic_variant	1	NR	9E-8	7.045757490560675		26.282413	[7.941673331-86.97980802]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	20q13.13	20	48061937		LINC01523 - LINC03079	ENSG00000229522	ENSG00000276923		42750	11932	rs182597424-?	rs182597424	0	182597424	intron_variant	1	NR	5E-7	6.301029995663981		25.078226	[7.126897454-88.24561445]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	2q14.1	2	114832458		DPP10-AS3, DPP10			ENSG00000231538, ENSG00000175497			rs182720187-?	rs182720187	0	182720187	intron_variant	0	NR	8E-7	6.096910013008056		17.299887	[5.572367453-53.70896857]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	4q28.1	4	123310516		AFG2A			ENSG00000145375			rs182874906-?	rs182874906	0	182874906	intron_variant	0	NR	1E-5	5.0		11.203206	[3.837664583-32.70526258]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	5q14.1	5	80936732		MSH3 - RASGRF2-AS1	ENSG00000113318	ENSG00000251450		59585	10957	rs183454872-?	rs183454872	0	183454872	intergenic_variant	1	NR	3E-7	6.522878745280337		12.209325	[4.669331903-31.92482754]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	14q31.1	14	82105007		EIF3LP1 - Metazoa_SRP	ENSG00000258501	ENSG00000278724		187119	324865	rs183540549-?	rs183540549	0	183540549	intergenic_variant	1	NR	8E-6	5.096910013008056		22.416561	[5.703796467-88.09960065]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	7p11.2	7	56812259		CICP28 - MIR4283-1	ENSG00000277253	ENSG00000264426		4111	143526	rs184020470-?	rs184020470	0	184020470	non_coding_transcript_exon_variant	1	NR	9E-7	6.045757490560675		3.7243786	[2.206015617-6.287804728]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	3q21.2	3	125786764		LINC02614			ENSG00000241288			rs184053695-?	rs184053695	0	184053695	intron_variant	0	NR	3E-6	5.522878745280337		16.352814	[5.046000756-52.99534079]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	5p14.1	5	25533588		LINC02211 - RNU6-374P	ENSG00000245662	ENSG00000201016		209202	167629	rs184055314-?	rs184055314	0	184055314	intergenic_variant	1	NR	1E-6	6.0		17.79113	[5.568935931-56.83748186]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	6p25.1	6	6736608		LY86 - BTF3P7	ENSG00000112799	ENSG00000219986		81625	58307	rs184112038-?	rs184112038	0	184112038	intron_variant	1	NR	4E-6	5.3979400086720375		10.783315	[3.928304862-29.60052211]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	4q28.3	4	134705948		LINC02462 - EEF1A1P35	ENSG00000251291	ENSG00000250144		151422	339516	rs184349106-?	rs184349106	0	184349106	intron_variant	1	NR	7E-6	5.154901959985743		5.9470778	[2.735592367-12.92873043]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	12p13.2	12	12342644		MANSC1			ENSG00000111261			rs184523096-?	rs184523096	0	184523096	intron_variant	0	NR	1E-7	7.0		15.89016	[5.75025384-43.91061103]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	9q31.1	9	101389452		MRPL50			ENSG00000136897			rs184702616-?	rs184702616	0	184702616	3_prime_UTR_variant	0	NR	8E-6	5.096910013008056		11.605742	[3.956896477-34.04012582]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	2p14	2	64443261		LGALSL-DT			ENSG00000223935			rs150214405-?	rs150214405	0	150214405	intron_variant	0	NR	1E-6	6.0		12.713952	[4.539950006-35.60492603]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	5q35.1	5	171327450		TLX3 - RN7SL339P	ENSG00000164438	ENSG00000265740		15311	31667	rs150256899-?	rs150256899	0	150256899	intergenic_variant	1	NR	2E-6	5.698970004336019		15.148477	[4.98280009-46.05369508]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	6q14.1	6	79535004		LCA5			ENSG00000135338			rs150306012-?	rs150306012	0	150306012	intron_variant	0	NR	1E-5	5.0		19.572	[5.235236395-73.17018286]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	4p13	4	41973481		TMEM33 - DCAF4L1	ENSG00000109133	ENSG00000182308		12678	8275	rs150362038-?	rs150362038	0	150362038	intergenic_variant	1	NR	2E-6	5.698970004336019		24.33462	[6.530895042-90.67267103]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	15q23	15	69682617		DRAIC			ENSG00000245750			rs150388591-?	rs150388591	0	150388591	intron_variant	0	NR	2E-7	6.698970004336019		4.986329	[2.728107103-9.113820521]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	11p15.3	11	12936776		TEAD1			ENSG00000187079			rs150439061-?	rs150439061	0	150439061	intron_variant	0	NR	2E-6	5.698970004336019		3.9487536	[2.254743006-6.915491224]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	10q22.1	10	72255688		ANAPC16 - DDIT4-AS1	ENSG00000166295	ENSG00000289506		19828	15584	rs150570675-?	rs150570675	0	150570675	regulatory_region_variant	1	NR	6E-6	5.221848749616356		2.9417365	[1.840740617-4.70126678]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	12p12.2	12	20309995		LINC02468 - PDE3A-AS1	ENSG00000256499	ENSG00000256879		173832	51489	rs150627542-?	rs150627542	0	150627542	intergenic_variant	1	NR	2E-6	5.698970004336019		4.674864	[2.488957629-8.780523236]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	2q32.3	2	191929759		CAVIN2-AS1			ENSG00000233766			rs150801868-?	rs150801868	0	150801868	intron_variant	0	NR	2E-6	5.698970004336019		15.965018	[5.154509693-49.44831586]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	12p13.33	12	3148946		TSPAN9			ENSG00000011105			rs150844644-?	rs150844644	0	150844644	intron_variant	0	NR	3E-6	5.522878745280337		2.7123082	[1.783810845-4.124100766]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	4p16.2	4	4771247		STX18-AS1			ENSG00000247708			rs150870868-?	rs150870868	0	150870868	intron_variant	0	NR	6E-6	5.221848749616356		14.416883	[4.524250825-45.94054222]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	18q22.2	18	69789126		DOK6			ENSG00000206052			rs151054641-?	rs151054641	0	151054641	intron_variant	0	NR	1E-7	7.0		15.142419	[5.524959958-41.50126879]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls	NA	6q27	6	164179186		RN7SL366P - C6orf118	ENSG00000266128	ENSG00000112539		338334	1100478	rs151237156-?	rs151237156	0	151237156	intron_variant	1	NR	7E-6	5.154901959985743		13.98101	[4.424600536-44.17769395]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296481	Genome-wide genotyping array
